detector,t,src_AUROC,tgt_AUROC,ind_benFPR,ind_atkTPR,src_FNR,tgt_FNR,tgt_S,tgt_FNCR,tgt_ECEatk,tgt_misses
protectai_v2,0.0275,0.882,0.378,0.397,0.268,0.548,0.732,0.995,0.728,0.122,292
